City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
298,Kaniama,CD,-7.5667,24.1833,84.78,51,85,2.44,overcast clouds
299,Larsnes,NO,62.2028,5.5773,37.81,85,100,9.31,overcast clouds
300,Souillac,MU,-20.5167,57.5167,77.38,94,75,14.97,light rain
301,Itoman,JP,26.1247,127.6694,70.57,70,75,11.5,broken clouds
302,Achalpur,IN,21.2572,77.5086,100.72,10,8,5.55,clear sky
303,Molepolole,BW,-24.4066,25.4951,73.54,43,100,18.01,overcast clouds
304,Husavik,IS,66.0449,-17.3389,27.68,74,100,4.0,overcast clouds
305,Ayagoz,KZ,47.9714,80.4392,45.39,64,5,7.16,clear sky
306,Agirish,RU,61.9247,63.0231,29.88,90,100,3.09,overcast clouds
307,Suntar,RU,62.1444,117.6319,17.02,93,100,4.47,overcast clouds
308,Vilyuysk,RU,63.7553,121.6247,22.89,97,100,5.23,overcast clouds
309,Teguise,ES,29.0605,-13.564,68.22,53,75,17.27,broken clouds
310,Abhar,IR,36.1468,49.218,71.83,22,93,31.18,overcast clouds
311,Basoko,CD,1.2391,23.616,73.65,90,100,3.62,overcast clouds
312,Aras,ES,42.5617,-2.356,61.21,36,20,18.41,few clouds
313,Faya,SA,18.3851,42.4509,82.51,12,0,0.92,clear sky
314,Inuvik,CA,68.3499,-133.7218,21.96,58,20,9.22,few clouds
315,Skelleftea,SE,64.7507,20.9528,33.01,69,100,17.27,overcast clouds
316,Klimovo,RU,52.3805,32.1923,49.44,82,100,16.84,overcast clouds
317,Beringovskiy,RU,63.05,179.3167,-10.37,99,52,4.23,broken clouds
318,Biltine,TD,14.5333,20.9167,105.58,5,6,4.92,clear sky
319,Huaral,PE,-11.495,-77.2078,69.64,80,83,4.43,broken clouds
320,Sobolevo,RU,54.4299,31.8996,45.3,93,100,13.62,overcast clouds
321,Maridi,SS,4.9158,29.4742,93.7,28,100,7.36,overcast clouds
322,Hofn,IS,64.2539,-15.2082,35.62,35,0,12.66,clear sky
323,Tourlaville,FR,49.6383,-1.5664,45.12,93,100,14.97,overcast clouds
324,Kenitra,MA,34.261,-6.5802,65.16,55,27,11.21,scattered clouds
325,Tibati,CM,6.4667,12.6333,100.78,19,23,6.91,few clouds
326,Khandyga,RU,62.6667,135.6,6.12,99,78,1.68,broken clouds
327,Ouadda,CF,8.0777,22.4007,99.86,15,100,7.2,overcast clouds
328,Izmir,TR,38.4622,27.0923,72.91,38,20,16.11,few clouds
329,Iranshahr,IR,27.2025,60.6848,98.94,8,0,20.71,sand
330,Clermont,FR,49.5,2.4167,40.71,100,100,10.16,overcast clouds
331,Balaguer,ES,41.7912,0.8109,69.15,44,15,16.8,few clouds
332,Mucurapo,TT,10.6667,-61.5333,88.12,62,36,1.01,scattered clouds
333,Kavaratti,IN,10.5669,72.642,84.79,68,97,5.12,overcast clouds
334,Opuwo,NA,-18.0607,13.84,88.02,25,0,6.49,clear sky
335,Kaputa,ZM,-8.4689,29.6619,77.72,71,70,3.6,light rain
336,Mishkino,RU,55.3389,63.9175,33.01,99,86,5.46,overcast clouds
337,Batangafo,CF,7.3008,18.2833,101.5,21,98,7.38,overcast clouds
338,Shingu,JP,33.7333,135.9833,54.36,75,0,5.03,clear sky
339,Lyuban,BY,52.7985,28.0048,51.03,61,88,19.24,overcast clouds
340,Saint-Pierre,RE,-21.3393,55.4781,80.28,73,75,16.11,broken clouds
341,Oistins,BB,13.0667,-59.5333,82.49,69,75,18.41,broken clouds
342,Naze,JP,28.3667,129.4833,63.52,63,0,6.71,clear sky
343,Pitimbu,BR,-7.4706,-34.8086,81.19,73,74,10.27,broken clouds
344,Carolina,PR,18.3808,-65.9574,80.53,77,75,6.91,broken clouds
345,Beni,CD,0.5,29.4667,71.19,77,100,6.53,light rain
346,Kudahuvadhoo,MV,2.6708,72.8944,83.75,71,100,6.33,overcast clouds
347,Horsham,GB,51.064,-0.3272,53.11,60,75,4.61,broken clouds
348,Sharan,RU,54.8167,54.0,40.53,100,100,8.93,overcast clouds
349,Markova,UA,48.6758,24.4138,54.12,52,97,16.22,overcast clouds
350,Natal,BR,-5.795,-35.2094,81.25,94,75,8.05,broken clouds
351,Matara,LK,5.9485,80.5353,79.47,85,100,6.89,overcast clouds
352,Hasaki,JP,35.7333,140.8333,52.2,55,0,12.62,clear sky
353,Matata,NZ,-37.8833,176.75,53.85,88,0,7.2,clear sky
354,Pasighat,IN,28.0667,95.3333,70.38,76,100,4.36,overcast clouds
355,Kanchanaburi,TH,14.6333,99.1,81.95,48,100,2.48,overcast clouds
356,Mecca,SA,21.4267,39.8261,97.38,15,0,16.96,clear sky
357,Gundlupet,IN,11.8,76.6833,81.54,51,100,6.53,overcast clouds
358,Temecula,US,33.4936,-117.1484,76.05,31,0,10.36,clear sky
359,Upington,ZA,-28.4478,21.2561,80.98,18,0,4.61,clear sky
360,Hami,CN,42.8,93.45,76.53,10,63,8.21,broken clouds
361,Annau,TM,37.8876,58.516,71.1,43,40,6.91,scattered clouds
362,Galle,LK,6.0367,80.217,80.8,80,100,6.67,overcast clouds
363,Arman,RU,59.7,150.1667,16.79,95,99,5.82,overcast clouds
364,Manokwari,ID,-0.8667,134.0833,79.79,82,100,4.61,overcast clouds
365,Tamandare,BR,-8.7597,-35.1047,83.77,69,75,7.4,broken clouds
366,Probolinggo,ID,-7.7543,113.2159,77.4,85,100,6.62,overcast clouds
367,Calatayud,ES,41.3535,-1.6432,63.63,34,100,26.35,overcast clouds
368,Lazarev,RU,52.225,141.5131,17.19,91,60,1.32,broken clouds
369,Miri,MY,4.4148,114.0089,75.34,100,40,12.66,scattered clouds
370,Beloha,MG,-25.1667,45.05,84.74,59,49,11.14,light rain
371,Wahpeton,US,46.2652,-96.6059,30.92,80,0,18.41,clear sky
372,Tangermunde,DE,52.5446,11.9765,48.94,38,100,4.0,overcast clouds
373,Kahului,US,20.8947,-156.47,74.84,74,0,10.36,clear sky
374,Selfoss,IS,63.9331,-20.9971,33.04,37,100,5.79,overcast clouds
375,Vuktyl,RU,63.8567,57.3094,27.7,77,65,0.72,broken clouds
376,Mehamn,NO,71.0357,27.8492,35.51,69,0,12.66,clear sky
377,Halol,IN,22.5,73.4667,106.84,10,72,8.55,broken clouds
378,Alpena,US,45.0617,-83.4327,36.1,99,100,3.44,overcast clouds
379,Ruwi,OM,23.5996,58.5507,96.49,30,68,2.62,broken clouds
380,Valdivia,CL,-39.8142,-73.2459,53.73,93,77,2.44,broken clouds
381,Yarensk,RU,62.1675,49.0916,34.57,99,100,8.59,overcast clouds
382,Syracuse,IT,37.0881,15.2792,67.59,63,0,10.6,clear sky
383,Nouadhibou,MR,20.931,-17.0347,78.78,34,0,21.85,clear sky
384,Una,IN,20.8167,71.0333,93.27,37,12,13.33,few clouds
385,Laguna,US,38.421,-121.4238,60.78,74,0,0.0,clear sky
386,Illapel,CL,-31.6308,-71.1653,70.61,43,0,1.83,clear sky
387,Karratha,AU,-20.7377,116.8463,86.76,54,9,15.64,clear sky
388,Forbes,AU,-33.3833,148.0167,64.92,84,100,9.78,overcast clouds
389,Belmonte,BR,-15.8631,-38.8828,83.57,63,13,0.29,few clouds
390,Muisne,EC,0.6,-80.0333,77.38,84,100,6.24,overcast clouds
391,Cacador,BR,-26.7753,-51.015,65.57,99,100,1.66,overcast clouds
392,Ixtapa,MX,20.7,-105.2,67.23,94,20,0.0,few clouds
393,Wallaceburg,CA,42.593,-82.3885,40.98,78,16,9.28,few clouds
394,Ulundi,ZA,-28.3352,31.4162,63.95,74,98,8.9,overcast clouds
395,Nyurba,RU,63.2842,118.3319,13.14,98,95,4.83,overcast clouds
396,Havelock,US,34.8791,-76.9013,58.98,87,0,6.91,clear sky
397,Biak,ID,-0.9131,122.8766,78.3,82,100,1.28,light rain
398,Hidalgo,MX,20.5,-99.0,45.52,86,89,2.91,overcast clouds
399,Tecoanapa,MX,16.5167,-98.75,76.46,69,37,0.58,scattered clouds
400,Lubao,PH,14.9167,120.55,78.87,70,71,5.26,broken clouds
401,Coachella,US,33.6803,-116.1739,73.54,15,0,7.0,clear sky
402,Lashio,MM,22.9333,97.75,73.9,61,92,3.18,overcast clouds
403,Sterling,US,39.0062,-77.4286,51.55,86,0,5.01,clear sky
404,Formosa,AR,-26.1775,-58.1781,69.78,94,100,6.91,light rain
405,Acajutiba,BR,-11.6622,-38.0172,86.07,47,54,4.68,broken clouds
406,Kiama,AU,-34.6833,150.8667,69.58,82,87,10.0,overcast clouds
407,Boueni,YT,-12.9025,45.0761,89.58,73,22,11.72,few clouds
408,Bandundu,CD,-3.3167,17.3667,94.53,43,39,2.66,scattered clouds
409,Meulaboh,ID,4.1363,96.1285,79.66,79,100,2.35,overcast clouds
410,Nichinan,JP,31.6,131.3667,58.68,64,0,1.88,clear sky
411,Eureka,US,40.8021,-124.1637,50.58,77,100,8.55,overcast clouds
412,Vao,NC,-22.6667,167.4833,78.66,83,29,23.69,scattered clouds
413,Kargopol,RU,61.5071,38.9456,37.81,100,100,10.63,overcast clouds
414,Yatou,CN,37.15,122.3833,50.65,85,0,11.07,clear sky
415,Poshekhonye,RU,58.4993,39.1353,45.54,89,100,12.15,overcast clouds
416,Alfonsine,IT,44.5061,12.0564,75.18,59,100,23.71,overcast clouds
417,Turochak,RU,52.2576,87.1224,35.71,99,100,4.74,light rain
418,Chernyshevskiy,RU,63.0128,112.4714,18.19,93,100,5.59,overcast clouds
419,Tupancireta,BR,-29.0806,-53.8358,67.33,83,32,10.13,scattered clouds
420,Balaipungut,ID,1.05,101.2833,77.5,87,92,1.92,overcast clouds
421,Waycross,US,31.2136,-82.354,55.45,66,0,5.75,clear sky
422,Tateyama,JP,34.9833,139.8667,61.45,68,4,14.52,clear sky
423,Yashan,CN,22.1975,109.9419,72.88,46,13,6.73,few clouds
424,Yantal,RU,56.8471,105.2542,30.97,98,100,3.24,light snow
425,Aktau,KZ,43.65,51.2,61.38,55,0,17.09,clear sky
426,Gorgan,IR,36.8387,54.4348,66.16,77,100,9.22,overcast clouds
427,Westport,US,41.1415,-73.3579,52.09,94,100,10.36,overcast clouds
428,Riwaka,NZ,-41.0833,173.0,53.01,83,2,6.08,clear sky
429,Sovkhoznyy,RU,45.2946,38.1138,51.1,90,100,16.98,overcast clouds
430,Boras,SE,57.721,12.9401,36.1,82,100,12.01,overcast clouds
431,Molina,CL,-35.1167,-71.2833,57.36,100,12,3.65,few clouds
432,Kamennomostskiy,RU,44.2983,40.1856,55.38,77,92,4.27,overcast clouds
433,Alexandria,EG,31.2156,29.9553,73.36,56,40,14.97,scattered clouds
434,Sibolga,ID,1.7427,98.7792,77.99,85,86,2.1,overcast clouds
435,Brigantine,US,39.4101,-74.3646,50.04,91,0,11.5,clear sky
436,Morden,CA,49.1919,-98.1014,28.26,69,14,10.36,few clouds
437,Flinders,AU,-34.5833,150.8552,69.39,83,86,4.0,overcast clouds
438,Tashigang,BT,27.3331,91.5542,64.6,75,79,1.48,broken clouds
439,Severo-Kurilsk,RU,50.6789,156.125,30.02,96,100,17.87,snow
440,Booue,GA,-0.0921,11.9385,94.71,45,90,2.24,overcast clouds
441,Koslan,RU,63.4564,48.8989,34.84,89,98,9.42,overcast clouds
442,Minab,IR,27.1467,57.0801,89.73,29,0,11.77,clear sky
443,Takoradi,GH,4.8845,-1.7554,87.48,66,62,11.7,broken clouds
444,Waipawa,NZ,-41.4122,175.5153,49.89,85,1,7.27,clear sky
445,Karakol,KG,42.4907,78.3936,53.47,60,43,5.44,scattered clouds
446,Sambava,MG,-14.2667,50.1667,81.07,82,71,10.94,light rain
447,Ketchikan,US,55.3422,-131.6461,39.67,81,100,10.36,overcast clouds
448,Buraydah,SA,26.326,43.975,95.45,5,88,3.94,overcast clouds
449,Potchefstroom,ZA,-26.7167,27.1,70.02,50,99,15.79,light rain
450,Kunming,CN,25.0389,102.7183,55.33,88,40,4.47,scattered clouds
451,Reconquista,AR,-29.15,-59.65,70.14,82,4,5.5,clear sky
452,Alugan,PH,12.2188,125.4808,78.91,85,100,12.62,overcast clouds
453,Samarai,PG,-10.6167,150.6667,77.61,92,100,8.12,overcast clouds
454,Teeli,RU,51.0333,90.2333,46.9,74,99,11.54,overcast clouds
455,Kovdor,RU,67.5662,30.4758,31.23,88,100,14.9,overcast clouds
456,Teahupoo,PF,-17.8333,-149.2667,73.36,79,63,17.72,light rain
457,Vinh,VN,18.6667,105.6667,70.02,82,5,5.21,clear sky
458,Araouane,ML,18.9048,-3.5265,102.56,7,97,16.46,overcast clouds
459,Myaundzha,RU,63.0494,147.1858,7.32,90,100,0.85,overcast clouds
460,Hualmay,PE,-11.0964,-77.6139,68.0,86,100,7.52,overcast clouds
461,Katobu,ID,-4.9408,122.5276,76.15,88,100,3.44,overcast clouds
462,Bereda,ES,43.2686,-7.5406,58.14,87,100,8.52,overcast clouds
463,Springbok,ZA,-29.6643,17.8865,76.5,18,3,9.62,clear sky
464,Nehe,CN,48.4833,124.8333,41.79,75,99,6.26,overcast clouds
465,Rocha,UY,-34.4833,-54.3333,70.54,70,10,7.11,clear sky
466,Vestmanna,FO,62.1564,-7.1664,34.72,64,75,26.46,broken clouds
467,Camana,PE,-16.6228,-72.7111,69.87,79,74,5.14,broken clouds
468,Noumea,NC,-22.2763,166.4572,82.38,99,43,20.11,scattered clouds
469,Bondoukou,CI,8.0333,-2.8,97.83,34,97,4.21,overcast clouds
470,Rawlins,US,41.7911,-107.2387,19.29,45,0,0.0,haze
471,Krasnokamensk,RU,50.0979,118.0369,40.62,52,6,5.01,clear sky
472,Berezovyy,RU,51.6667,135.7,23.05,97,100,3.83,light snow
473,Nicoya,CR,10.1483,-85.452,79.36,73,99,3.56,overcast clouds
474,Vilcun,CL,-38.65,-72.2333,52.54,82,64,1.83,broken clouds
475,Gidam,IN,18.9833,81.4,87.53,34,17,3.09,few clouds
476,Makat,KZ,47.6469,53.3463,56.16,64,100,18.05,overcast clouds
477,Camabatela,AO,-8.1881,15.375,82.06,50,90,3.69,overcast clouds
478,Cabedelo,BR,-6.9811,-34.8339,81.27,69,99,12.39,overcast clouds
479,Sumbe,AO,-11.2061,13.8437,82.4,78,20,5.75,few clouds
480,Yerkoy,TR,39.6381,34.4672,62.89,44,68,20.18,broken clouds
481,Georgiyevka,KZ,43.0369,74.7114,68.04,42,0,11.18,clear sky
482,Udachnyy,RU,66.4167,112.4,1.2,99,15,3.56,few clouds
483,Thinadhoo,MV,0.5333,72.9333,84.31,61,66,7.99,broken clouds
484,Varnavino,RU,57.4035,45.0916,50.13,83,88,10.29,overcast clouds
485,Asfi,MA,32.2994,-9.2372,67.28,58,1,16.42,clear sky
486,Sayyan,YE,15.1718,44.3244,73.47,8,0,14.18,clear sky
487,Chapleau,CA,47.8405,-83.4034,28.49,93,100,6.91,overcast clouds
488,Svetlogorsk,BY,52.6333,29.7333,50.77,67,100,12.17,overcast clouds
489,Rajura,IN,19.7833,79.3667,100.49,19,46,8.66,scattered clouds
490,Floro,NO,61.5996,5.0328,41.07,52,75,14.97,broken clouds
491,Jos,NG,9.9167,8.9,95.11,15,97,8.43,overcast clouds
492,Wanning,CN,18.8003,110.3967,69.49,78,52,8.75,broken clouds
493,Inta,RU,66.0317,60.1659,19.62,84,49,3.67,scattered clouds
494,Shwebo,MM,22.5667,95.7,90.1,37,34,7.38,scattered clouds
495,Corinth,GR,37.9407,22.9573,69.42,58,0,4.0,clear sky
496,Caala,AO,-12.8525,15.5606,74.73,69,70,8.37,light rain
497,Koratla,IN,18.8167,78.7167,98.47,20,28,7.94,scattered clouds
498,Talaya,RU,61.3833,152.75,5.2,92,100,4.94,overcast clouds
499,Mollendo,PE,-17.0231,-72.0147,69.57,79,86,7.02,overcast clouds
500,Morros,BR,-9.4467,-46.3003,82.63,42,100,6.13,overcast clouds
501,Vizinga,RU,61.0749,50.1031,34.79,98,100,7.76,overcast clouds
502,Jablah,SY,35.3614,35.9256,64.69,88,75,13.8,broken clouds
503,Mazatlan,MX,23.2167,-106.4167,70.92,90,16,1.01,few clouds
504,Shilovo,RU,54.3204,40.874,53.71,67,87,15.7,overcast clouds
505,Kalangala,UG,-0.3089,32.225,78.15,62,45,9.22,scattered clouds
506,Piacabucu,BR,-10.4056,-36.4344,85.21,63,40,9.95,scattered clouds
507,Bilibino,RU,68.0546,166.4372,-25.33,97,12,7.02,few clouds
508,Necochea,AR,-38.5473,-58.7368,61.86,80,95,9.04,light rain
509,Ostrovnoy,RU,68.0531,39.5131,30.38,88,100,20.11,overcast clouds
510,Nishinomiya,JP,34.7167,135.3333,60.82,51,0,6.91,clear sky
511,Gravdal,NO,68.1214,13.5031,37.29,41,0,9.22,clear sky
512,Batticaloa,LK,7.7102,81.6924,82.56,71,92,6.08,overcast clouds
513,Yumen,CN,40.2833,97.2,65.14,8,0,12.53,clear sky
514,Kitimat,CA,54.0524,-128.6534,34.18,30,100,4.85,overcast clouds
515,Komsomolets,KZ,53.7453,62.0708,46.45,53,100,4.92,overcast clouds
516,Kruisfontein,ZA,-34.0033,24.7314,63.88,67,100,12.21,overcast clouds
517,Olafsvik,IS,64.8945,-23.7142,32.52,65,97,5.79,overcast clouds
518,Viedma,AR,-40.8135,-62.9967,62.98,76,20,0.83,few clouds
519,Esparta,HN,15.7437,-87.1766,78.75,81,99,5.77,overcast clouds
520,Caceres,ES,39.522,-6.3748,63.99,49,100,12.91,overcast clouds
521,Chernitsyno,RU,51.5074,36.051,62.08,58,100,13.31,overcast clouds
522,Istok,XK,42.7808,20.4875,62.96,60,34,9.55,scattered clouds
523,College,US,64.8569,-147.8028,18.59,70,75,14.97,broken clouds
524,Aklavik,CA,68.2191,-135.0107,-3.41,99,98,3.65,overcast clouds
525,Honiara,SB,-9.4333,159.95,78.42,83,100,6.78,overcast clouds
526,Nachingwea,TZ,-10.3833,38.7667,83.91,62,48,2.1,scattered clouds
527,Ende,ID,-8.8432,121.6623,79.66,84,59,1.88,broken clouds
528,Kologriv,RU,58.8275,44.3178,45.21,99,100,8.3,overcast clouds
529,Marrakesh,MA,31.6315,-8.0083,73.47,49,0,5.75,clear sky
530,Aykhal,RU,66.0,111.5,3.02,100,69,3.69,broken clouds
531,Trairi,BR,-3.2778,-39.2689,80.29,84,100,7.56,light rain
532,Aquidauana,BR,-20.4711,-55.7872,87.53,54,5,5.08,clear sky
533,Sola,VU,-13.8833,167.55,79.47,94,100,0.0,overcast clouds
534,Mahon,ES,39.8885,4.2658,66.76,59,0,11.5,clear sky
535,Lithakia,GR,37.7167,20.8333,67.37,64,20,9.22,few clouds
536,Tangzhai,CN,34.4328,116.5911,67.51,63,0,10.69,clear sky
537,Safford,US,32.834,-109.7076,54.52,15,0,11.5,clear sky
538,Jimo,CN,36.3897,120.4622,55.18,88,53,15.66,mist
539,Huejucar,MX,22.35,-103.2167,49.78,73,100,4.88,overcast clouds
540,Pangody,RU,65.85,74.4859,5.31,95,77,9.53,broken clouds
541,Tsabong,BW,-26.0217,22.401,79.86,28,100,11.88,overcast clouds
542,Anadyr,RU,64.75,177.4833,-5.3,77,0,4.47,clear sky
543,Suleja,NG,9.1758,7.1808,90.59,29,100,4.25,overcast clouds
544,Aldan,RU,58.6031,125.3894,13.17,97,100,1.59,overcast clouds
545,Brownwood,US,31.7093,-98.9912,48.2,60,0,0.0,clear sky
546,Salinas,US,36.6777,-121.6555,62.56,60,0,5.75,clear sky
547,Axim,GH,4.8699,-2.2405,86.88,66,64,9.89,broken clouds
548,Lichinga,MZ,-13.3128,35.2406,73.49,78,75,5.99,thunderstorm with light rain
549,Chaoyang,CN,41.5703,120.4586,68.31,36,77,15.37,broken clouds
550,Mikkeli,FI,61.6886,27.2723,39.31,93,75,6.91,broken clouds
551,Alekseyevsk,RU,57.8406,108.3492,25.77,95,100,2.71,overcast clouds
552,Sabang,ID,5.8933,95.3214,84.16,67,44,6.11,scattered clouds
553,Poronaysk,RU,49.2167,143.1167,29.77,74,100,7.11,light snow
554,Sadon,RU,42.8518,44.0037,50.13,75,45,6.4,scattered clouds
555,Lewiston,US,44.1003,-70.2148,44.35,97,100,4.61,moderate rain
556,Tulun,RU,54.5611,100.5792,30.49,96,100,2.95,overcast clouds
557,Strezhevoy,RU,60.7333,77.5889,27.45,94,100,13.85,light snow
558,Sehithwa,BW,-20.4667,22.7167,91.99,23,57,9.19,broken clouds
559,Shancheng,CN,34.7953,116.0817,68.59,59,7,11.77,clear sky
560,Amga,RU,60.8953,131.9608,5.47,97,23,2.91,few clouds
561,Frontera,MX,26.9333,-101.45,54.72,27,0,0.43,clear sky
562,Spasskoye,RU,44.6108,132.7969,44.53,67,99,19.39,overcast clouds
563,Souris,CA,49.6172,-100.2612,24.75,82,7,4.29,clear sky
564,Pochutla,MX,15.7432,-96.4661,75.02,57,11,2.51,few clouds
565,Gambela,ET,8.25,34.5833,104.59,19,10,9.55,clear sky
566,Dwarka,IN,22.2394,68.9678,85.3,55,100,11.32,overcast clouds
567,Iquique,CL,-20.2208,-70.1431,68.5,69,100,2.98,overcast clouds
568,Jinchang,CN,38.4953,102.1739,63.72,14,0,8.03,clear sky
569,Redlands,US,34.0556,-117.1825,74.34,20,0,1.01,clear sky
570,Seoul,KR,37.5683,126.9778,56.8,46,0,1.14,clear sky
571,Tabuk,PH,17.4189,121.4443,72.34,94,75,3.69,broken clouds
572,Carutapera,BR,-1.195,-46.02,75.34,96,100,5.48,moderate rain
573,Vazante,BR,-17.9869,-46.9078,82.0,51,11,6.82,few clouds
574,Inongo,CD,-1.95,18.2667,81.21,65,21,3.02,light rain
575,Kailua,US,21.4022,-157.7394,74.61,78,51,5.01,broken clouds
576,Milkovo,RU,54.7167,158.6167,29.73,96,100,7.63,light snow
577,Kalmunai,LK,7.4167,81.8167,81.0,75,75,5.79,broken clouds
578,Arrifes,PT,37.7667,-25.7,61.05,94,75,12.66,broken clouds
579,Kinkala,CG,-4.3614,14.7644,90.52,52,19,1.88,few clouds
580,Kabo,CF,7.6994,18.629,102.96,20,94,7.67,overcast clouds
581,Egvekinot,RU,66.3167,-179.1667,-17.01,96,92,5.66,overcast clouds
582,Dongsheng,CN,39.8161,109.9776,59.97,15,7,11.25,clear sky
583,Paamiut,GL,61.994,-49.6678,23.72,79,54,14.05,broken clouds
584,Leninskoye,KZ,41.7589,69.3864,68.9,63,100,8.34,overcast clouds
585,Sierre,CH,46.2919,7.5356,53.71,76,100,3.44,overcast clouds
586,Monrovia,LR,6.3005,-10.7969,91.17,73,20,7.96,few clouds
587,Chirongui,YT,-12.9319,45.1483,89.53,72,16,11.56,few clouds
588,Logrono,ES,42.4667,-2.45,63.9,36,20,18.41,few clouds
589,Camacha,PT,33.0833,-16.3333,62.02,59,20,6.91,few clouds
590,Toora-Khem,RU,52.4675,96.11,38.39,99,100,2.28,overcast clouds
591,Ignalina,LT,55.35,26.1667,43.02,74,100,15.37,overcast clouds
592,Phalombe,MW,-15.8064,35.6507,74.89,86,100,4.81,light rain
593,Hammerfest,NO,70.6634,23.6821,32.45,64,0,10.36,clear sky
594,Manaure,CO,11.7751,-72.4445,81.32,70,97,14.25,overcast clouds
595,Mitsamiouli,KM,-11.3847,43.2844,83.17,72,50,6.06,scattered clouds
596,Zhezkazgan,KZ,47.8043,67.7144,57.18,41,0,11.18,clear sky
597,Russell,US,32.3502,-85.1999,49.91,77,0,5.75,clear sky
