city_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Vila Velha,BR,2022-04-03 15:31:38,-20.3297,-40.2925,85.95,72,40,9.22
268,Rawson,AR,2022-04-03 15:32:26,-43.3002,-65.1023,58.82,37,100,21.83
269,San Luis,AR,2022-04-03 15:32:26,-33.295,-66.3356,62.6,37,7,18.95
270,Iquitos,PE,2022-04-03 15:32:26,-3.7481,-73.2472,75.24,83,75,6.91
271,Katima Mulilo,NA,2022-04-03 15:32:27,-17.5,24.2667,76.68,61,100,4.74
272,Andrelandia,BR,2022-04-03 15:33:36,-21.7397,-44.3092,73.92,72,99,5.12
273,Chulman,RU,2022-04-03 15:33:36,56.8479,124.9104,14.04,92,100,11.61
274,Traralgon,AU,2022-04-03 15:33:37,-38.1833,146.5333,56.59,97,100,7.9
275,Adrar,MR,2022-04-03 15:33:11,20.5022,-10.0711,95.67,8,0,22.97
276,Belmonte,BR,2022-04-03 15:33:37,-15.8631,-38.8828,84.07,63,9,7.49
277,Ahipara,NZ,2022-04-03 15:33:38,-35.1667,173.1667,61.79,92,3,2.98
278,Puerto Escondido,MX,2022-04-03 15:33:38,15.85,-97.0667,81.43,89,0,3.44
279,Forbes,AU,2022-04-03 15:33:38,-33.3833,148.0167,53.92,49,10,1.7
280,Oyama,JP,2022-04-03 15:33:39,36.3,139.8,48.58,88,100,7.47
281,Nova Soure,BR,2022-04-03 15:33:39,-11.2333,-38.4833,90.03,41,95,13.49
282,Dunedin,NZ,2022-04-03 15:33:38,-45.8742,170.5036,56.8,76,49,1.99
283,Raudeberg,NO,2022-04-03 15:33:40,61.9875,5.1352,39.87,88,100,3.44
284,Erenhot,CN,2022-04-03 15:33:40,43.6475,111.9767,49.19,21,96,15.48
285,Fairbanks,US,2022-04-03 15:29:16,64.8378,-147.7164,9.82,77,40,3.44
286,Bengkulu,ID,2022-04-03 15:33:41,-3.8004,102.2655,77.23,81,50,4.68
287,Khairpur Nathan Shah,PK,2022-04-03 15:33:41,27.0936,67.7337,90.45,5,6,6.33
288,Hualmay,PE,2022-04-03 15:33:42,-11.0964,-77.6139,73.49,73,29,8.34
289,Virginia Beach,US,2022-04-03 15:28:44,36.8529,-75.978,67.05,48,20,13.13
290,Baruun-Urt,MN,2022-04-03 15:33:42,46.6806,113.2792,43.12,35,92,14.25
291,Burgos,ES,2022-04-03 15:33:43,42.3394,-3.7079,37.81,75,75,16.11
292,Cam Ranh,VN,2022-04-03 15:33:43,11.9214,109.1591,76.96,73,75,16.11
293,Kendari,ID,2022-04-03 15:33:43,-3.945,122.4989,75.15,93,48,3.69
294,Longyearbyen,SJ,2022-04-03 15:33:44,78.2186,15.6401,8.44,61,43,20.71
295,Ambulu,ID,2022-04-03 15:33:44,-8.345,113.6058,76.23,89,26,2.24
296,Semenivka,UA,2022-04-03 15:33:44,52.1783,32.5818,32.38,88,100,10.65
297,Asau,RO,2022-04-03 15:33:45,46.4333,26.4,37.96,96,100,4.38
298,Vardo,NO,2022-04-03 15:33:45,70.3705,31.1107,28.38,93,40,4.61
299,Shimoda,JP,2022-04-03 15:33:46,34.6667,138.95,48.11,93,100,17.54
300,Sorong,ID,2022-04-03 15:33:46,-0.8833,131.25,79.3,84,91,6.67
301,Charagua,BO,2022-04-03 15:33:46,-19.8,-63.2167,78.37,41,27,12.28
302,Akdepe,TM,2022-04-03 15:33:47,42.0551,59.3788,73.49,13,0,11.97
303,Dudinka,RU,2022-04-03 15:33:47,69.4058,86.1778,-9.04,100,70,5.75
304,Khorramshahr,IR,2022-04-03 15:33:47,30.4397,48.1664,94.96,10,0,6.91
305,Worthing,GB,2022-04-03 15:33:48,50.8145,-0.3713,50.56,55,20,12.66
306,Beringovskiy,RU,2022-04-03 15:33:48,63.05,179.3167,-9.8,95,80,13.49
307,Kalawit,PH,2022-04-03 15:33:48,8.0667,122.5167,77.65,89,92,5.68
308,Maun,BW,2022-04-03 15:32:33,-19.9833,23.4167,78.76,65,75,4.61
309,Yulara,AU,2022-04-03 15:31:09,-25.2406,130.9889,60.64,33,0,5.75
310,Alice Springs,AU,2022-04-03 15:33:49,-23.7,133.8833,56.75,44,0,0.0
311,Saint-Augustin,CA,2022-04-03 15:33:49,51.226,-58.6502,35.71,100,100,16.37
312,Verkhnevilyuysk,RU,2022-04-03 15:33:50,63.4453,120.3167,-3.6,100,52,3.62
313,Avera,US,2022-04-03 15:33:50,33.194,-82.5271,68.56,38,0,13.11
314,Paragominas,BR,2022-04-03 15:33:50,-2.9667,-47.4833,85.84,69,63,4.52
315,Salalah,OM,2022-04-03 15:35:00,17.0151,54.0924,84.29,65,0,5.75
316,La Rioja,ES,2022-04-03 15:35:00,42.25,-2.5,40.78,63,100,12.59
317,Petropavlovsk-Kamchatskiy,RU,2022-04-03 15:35:01,53.0452,158.6483,23.59,63,75,11.18
318,Butembo,CD,2022-04-03 15:35:01,0.15,29.2833,63.07,88,74,2.53
319,Qaqortoq,GL,2022-04-03 15:35:01,60.7167,-46.0333,43.84,61,98,3.98
320,Vanino,RU,2022-04-03 15:35:02,49.0869,140.2543,33.31,84,93,5.75
321,Hami,CN,2022-04-03 15:35:02,42.8,93.45,57.0,22,3,11.16
322,Zhuzhou,CN,2022-04-03 15:35:03,27.8333,113.15,60.93,70,43,4.52
323,Meulaboh,ID,2022-04-03 15:35:03,4.1363,96.1285,73.94,88,100,6.22
324,Kathu,TH,2022-04-03 15:35:04,7.9178,98.3332,80.42,83,100,8.5
325,Kahului,US,2022-04-03 15:33:16,20.8947,-156.47,74.84,72,0,17.0
326,Kotido,UG,2022-04-03 15:35:04,2.9806,34.1331,82.85,32,100,19.44
327,Dabakala,CI,2022-04-03 15:35:04,8.3667,-4.4333,94.69,36,100,3.98
328,Vrani,RO,2022-04-03 15:35:05,45.0383,21.4925,40.98,79,100,13.8
329,Fortuna,US,2022-04-03 15:35:06,40.5982,-124.1573,47.93,92,100,4.61
330,Iranshahr,IR,2022-04-03 15:35:06,27.2025,60.6848,95.34,6,0,4.61
331,Saskylakh,RU,2022-04-03 15:35:07,71.9167,114.0833,-6.03,98,100,8.03
332,Quatre Cocos,MU,2022-04-03 15:35:07,-20.2078,57.7625,79.09,79,87,14.25
333,Riyadh,SA,2022-04-03 15:34:11,24.6877,46.7219,93.34,9,70,9.48
334,Oak Ridge,US,2022-04-03 15:35:08,36.0104,-84.2696,56.05,47,0,1.01
335,Ribeira Brava,PT,2022-04-03 15:35:08,32.65,-17.0667,61.0,87,100,11.9
336,Vostok,RU,2022-04-03 15:35:09,46.4856,135.8833,28.9,82,0,7.07
337,Port Antonio,JM,2022-04-03 15:35:09,18.18,-76.4612,89.01,64,3,8.32
338,San Pedro,PH,2022-04-03 15:35:09,14.35,121.0167,80.35,69,20,5.75
339,Shache,CN,2022-04-03 15:32:42,38.4167,77.2406,64.76,15,90,8.25
340,Labuhan,ID,2022-04-03 15:35:10,-6.8844,112.2051,80.04,81,99,4.36
341,Machali,CL,2022-04-03 15:35:11,-34.1833,-70.6667,60.08,67,0,11.5
342,Saravan,AM,2022-04-03 15:35:11,39.7196,45.6483,46.69,51,2,3.69
343,Araouane,ML,2022-04-03 15:35:11,18.9048,-3.5265,104.27,7,2,6.8
344,Ramanuj Ganj,IN,2022-04-03 15:35:12,23.8,83.7,77.79,9,0,2.04
345,Tortoli,IT,2022-04-03 15:35:12,39.9256,9.6572,57.02,30,40,6.91
346,Strelka,RU,2022-04-03 15:35:13,58.0728,93.0344,11.26,95,33,1.36
347,Yueyang,CN,2022-04-03 15:35:13,29.3333,113.0919,60.35,60,98,4.34
348,Muroto,JP,2022-04-03 15:35:13,33.2833,134.15,55.47,75,99,11.72
349,Tupelo,US,2022-04-03 15:35:14,34.2576,-88.7034,61.9,44,0,11.5
350,Maceio,BR,2022-04-03 15:33:50,-9.6658,-35.7353,81.84,74,75,16.11
351,Funadhoo,MV,2022-04-03 15:35:14,6.15,73.2667,83.61,67,6,2.53
352,Baghdad,IQ,2022-04-03 15:33:36,33.3406,44.4009,91.31,12,0,4.61
353,Lardos,GR,2022-04-03 15:35:15,36.0942,28.0157,65.95,56,80,6.76
354,Port-Cartier,CA,2022-04-03 15:35:16,50.0334,-66.8654,35.74,84,4,9.98
355,Xuddur,SO,2022-04-03 15:35:16,4.1213,43.8894,89.71,26,78,8.97
356,Buala,SB,2022-04-03 15:35:16,-8.145,159.5921,78.12,85,87,8.61
357,Fort Frances,CA,2022-04-03 15:35:17,48.5999,-93.4003,35.17,71,100,0.0
358,Opuwo,NA,2022-04-03 15:35:17,-18.0607,13.84,73.8,64,79,7.85
359,High Level,CA,2022-04-03 15:35:06,58.5169,-117.136,10.51,85,20,2.3
360,Codrington,AU,2022-04-03 15:32:37,-38.2667,141.9667,59.68,80,95,5.37
361,Humaita,BR,2022-04-03 15:35:18,-7.5061,-63.0208,86.27,61,96,1.72
362,Uva,RU,2022-04-03 15:35:19,56.9908,52.1852,41.32,96,100,14.94
363,Chara,RU,2022-04-03 15:35:19,56.9064,118.2631,7.47,79,100,4.7
364,Port Hardy,CA,2022-04-03 15:36:28,50.6996,-127.4199,39.2,93,75,3.44
365,Ishinomaki,JP,2022-04-03 15:36:29,38.4167,141.3,47.34,88,100,7.74
366,Lavrentiya,RU,2022-04-03 15:36:29,65.5833,-171.0,-13.54,94,30,10.51
367,West Plains,US,2022-04-03 15:35:14,36.7281,-91.8524,57.22,47,0,8.05
368,Irara,BR,2022-04-03 15:36:30,-12.05,-38.7667,86.61,49,99,13.62
369,Venado Tuerto,AR,2022-04-03 15:36:30,-33.7456,-61.9688,76.53,35,0,11.05
370,Presidente Olegario,BR,2022-04-03 15:36:30,-18.4178,-46.4181,81.19,47,50,7.05
371,Beidao,CN,2022-04-03 15:36:31,34.5686,105.8933,52.92,61,100,3.83
372,Brits,ZA,2022-04-03 15:36:31,-25.6347,27.7802,66.18,63,94,5.79
373,Kapit,MY,2022-04-03 15:36:31,2.0167,112.9333,73.27,99,86,0.65
374,Sosnovo-Ozerskoye,RU,2022-04-03 15:36:32,52.5249,111.5418,18.9,67,100,7.4
375,Northam,GB,2022-04-03 15:36:32,51.0333,-4.2167,47.25,63,56,9.73
376,Ambon,ID,2022-04-03 15:36:32,-3.6954,128.1814,78.94,83,40,8.05
377,Nantucket,US,2022-04-03 15:36:33,41.2835,-70.0995,49.14,80,75,9.22
378,Kloulklubed,PW,2022-04-03 15:36:33,7.0419,134.2556,77.5,77,100,3.4
379,Bousse,BF,2022-04-03 15:36:34,12.6606,-1.8922,103.84,16,95,5.32
380,Grand Gaube,MU,2022-04-03 15:36:34,-20.0064,57.6608,79.38,78,77,5.99
381,Den Helder,NL,2022-04-03 15:36:34,52.9599,4.7593,47.01,70,75,15.01
382,Lufilufi,WS,2022-04-03 15:36:35,-13.8745,-171.5986,73.18,75,16,12.95
383,Mehamn,NO,2022-04-03 15:36:35,71.0357,27.8492,28.35,59,75,13.8
384,Srednekolymsk,RU,2022-04-03 15:36:35,67.45,153.6833,-19.19,100,73,1.7
385,Poum,NC,2022-04-03 15:36:36,-20.2333,164.0167,81.79,81,100,18.75
386,Buta,CD,2022-04-03 15:36:36,2.7858,24.73,73.78,89,84,4.5
387,Arlit,NE,2022-04-03 15:36:36,18.7369,7.3853,106.38,3,3,1.88
388,Luganville,VU,2022-04-03 15:34:51,-15.5333,167.1667,77.63,93,100,14.79
389,Chipinge,ZW,2022-04-03 15:34:36,-20.1883,32.6236,67.59,83,26,7.58
390,Cabedelo,BR,2022-04-03 15:33:31,-6.9811,-34.8339,86.67,73,35,15.39
391,Springdale,US,2022-04-03 15:33:26,36.1867,-94.1288,62.71,47,0,13.8
392,Oranjemund,NA,2022-04-03 15:36:40,-28.55,16.4333,63.54,80,5,7.16
393,Uturoa,PF,2022-04-03 15:36:40,-16.7333,-151.4333,81.28,76,12,8.97
394,Bulgan,MN,2022-04-03 15:36:40,48.8125,103.5347,41.23,41,32,7.49
395,Sechura,PE,2022-04-03 15:36:41,-5.5569,-80.8222,78.15,61,86,8.08
396,Ishigaki,JP,2022-04-03 15:36:41,24.3448,124.1572,66.33,94,75,18.41
397,Vestmanna,FO,2022-04-03 15:36:42,62.1564,-7.1664,45.52,100,100,21.85
398,Tignere,CM,2022-04-03 15:36:42,7.3667,12.65,93.42,14,76,7.9
399,Townsville,AU,2022-04-03 15:36:43,-19.25,146.8,77.88,89,100,5.75
400,Cassilandia,BR,2022-04-03 15:36:43,-19.1133,-51.7342,86.05,55,6,7.58
401,Prieska,ZA,2022-04-03 15:36:43,-29.6641,22.7474,80.64,25,5,16.78
402,Porbandar,IN,2022-04-03 15:36:44,21.6422,69.6093,80.01,71,0,9.33
403,Lieto,FI,2022-04-03 15:36:44,60.5103,22.4618,38.21,62,20,9.22
404,Oistins,BB,2022-04-03 15:34:26,13.0667,-59.5333,84.29,58,75,19.57
405,Esna,EG,2022-04-03 15:36:44,25.2934,32.554,102.22,6,100,6.91
406,Linxia,CN,2022-04-03 15:36:45,35.6003,103.2064,51.21,20,100,3.04
407,Henties Bay,NA,2022-04-03 15:36:45,-22.116,14.2845,62.73,79,7,9.37
408,Kollam,IN,2022-04-03 15:36:46,8.8833,76.6,80.91,80,45,2.42
409,Fare,PF,2022-04-03 15:37:55,-16.7,-151.0167,81.16,77,15,8.68
410,Kununurra,AU,2022-04-03 15:36:26,-15.7667,128.7333,71.58,73,11,3.44
411,Paraiso,CR,2022-04-03 15:37:55,9.8383,-83.8656,83.16,68,38,3.85
412,Bilma,NE,2022-04-03 15:36:37,18.6853,12.9164,101.86,3,100,7.0
413,Havre-Saint-Pierre,CA,2022-04-03 15:34:34,50.2334,-63.5986,37.76,52,0,12.66
414,Axim,GH,2022-04-03 15:36:16,4.8699,-2.2405,85.14,73,100,12.12
415,Plettenberg Bay,ZA,2022-04-03 15:37:56,-34.0527,23.3716,64.72,80,99,3.96
416,Liseleje,DK,2022-04-03 15:37:57,56.0053,11.9483,46.98,64,45,5.99
417,Nyagan,RU,2022-04-03 15:37:57,62.1406,65.3936,26.89,95,100,14.56
418,Tucuman,AR,2022-04-03 15:37:57,-26.8241,-65.2226,71.6,46,0,4.61
419,Sovetskaya,RU,2022-04-03 15:37:58,44.7769,41.1722,55.2,69,92,4.38
420,Padang,ID,2022-04-03 15:37:58,-0.9492,100.3543,78.42,82,32,1.72
421,Norrkoping,SE,2022-04-03 15:37:58,58.5942,16.1826,46.98,39,75,14.97
422,Alta Floresta,BR,2022-04-03 15:37:59,-9.8756,-56.0861,84.02,74,75,3.44
423,Edd,ER,2022-04-03 15:37:59,13.9297,41.6925,91.63,38,82,16.78
424,Imbituba,BR,2022-04-03 15:36:22,-28.24,-48.6703,74.82,87,93,11.27
425,Port Augusta,AU,2022-04-03 15:38:00,-32.5,137.7667,61.99,61,0,5.14
426,Aykhal,RU,2022-04-03 15:38:00,66.0,111.5,5.56,99,98,8.03
427,Sitka,US,2022-04-03 15:33:10,57.0531,-135.33,42.69,75,100,23.02
428,Pochutla,MX,2022-04-03 15:38:01,15.7432,-96.4661,85.82,34,3,4.85
429,Gallup,US,2022-04-03 15:38:01,35.5281,-108.7426,53.02,42,0,3.0
430,Camopi,GF,2022-04-03 15:38:02,3.1655,-52.3158,77.36,96,99,4.79
431,Ahuimanu,US,2022-04-03 15:38:02,21.4447,-157.8378,73.45,74,40,18.41
432,Port Moresby,PG,2022-04-03 15:38:03,-9.4431,147.1797,74.62,94,75,3.44
433,Irece,BR,2022-04-03 15:38:03,-11.3042,-41.8558,87.15,38,49,14.72
434,Cascais,PT,2022-04-03 15:38:03,38.6979,-9.4215,66.51,26,20,13.8
435,Cayenne,GF,2022-04-03 15:38:04,4.9333,-52.3333,83.08,1,75,5.75
436,Guerrero Negro,MX,2022-04-03 15:38:04,27.9769,-114.0611,62.02,64,70,11.36
437,Veraval,IN,2022-04-03 15:38:05,20.9,70.3667,78.51,78,0,8.99
438,Rio Gallegos,AR,2022-04-03 15:33:23,-51.6226,-69.2181,53.65,43,40,29.93
439,Rocha,UY,2022-04-03 15:34:52,-34.4833,-54.3333,75.92,57,100,11.48
440,Tilichiki,RU,2022-04-03 15:38:06,60.4667,166.1,7.61,91,100,6.82
441,Prince Rupert,CA,2022-04-03 15:38:07,54.3161,-130.3201,38.89,87,75,33.38
442,Sao Joao Da Barra,BR,2022-04-03 15:38:07,-21.6403,-41.0511,86.09,72,14,8.97
443,Belaya Gora,RU,2022-04-03 15:38:01,68.5333,146.4167,-19.8,100,70,1.36
444,Vanavara,RU,2022-04-03 15:38:08,60.34,102.2797,3.7,96,44,4.56
445,Diamantino,BR,2022-04-03 15:38:08,-14.4086,-56.4461,86.97,60,28,3.29
446,Camacupa,AO,2022-04-03 15:38:08,-12.0167,17.4833,65.12,91,100,5.39
447,Bundaberg,AU,2022-04-03 15:38:09,-24.85,152.35,68.29,95,5,4.61
448,Alofi,NU,2022-04-03 15:38:09,-19.0595,-169.9187,69.69,94,74,2.3
449,Bay Roberts,CA,2022-04-03 15:38:10,47.5999,-53.2648,42.33,81,98,14.0
450,Kudahuvadhoo,MV,2022-04-03 15:36:34,2.6708,72.8944,83.52,63,12,2.73
451,Jensen Beach,US,2022-04-03 15:38:10,27.2545,-80.2298,78.06,75,75,5.75
452,Hella,NO,2022-04-03 15:39:20,67.2,14.4333,33.94,81,40,20.71
453,Monywa,MM,2022-04-03 15:39:21,22.1167,95.1333,90.54,38,39,4.34
454,Mechetinskaya,RU,2022-04-03 15:39:21,46.7713,40.456,56.84,65,97,18.32
455,Bulaevo,KZ,2022-04-03 15:39:21,54.9056,70.4439,36.86,92,94,7.99
456,San Quintin,MX,2022-04-03 15:39:22,30.4833,-115.95,59.41,68,100,4.9
457,Butte,US,2022-04-03 15:39:22,39.6499,-121.5677,67.98,46,0,0.0
458,Noumea,NC,2022-04-03 15:37:00,-22.2763,166.4572,82.0,99,100,11.83
459,Olinda,BR,2022-04-03 15:39:23,-8.0089,-34.8553,80.33,89,75,6.91
460,Taksimo,RU,2022-04-03 15:39:23,56.3444,114.8794,8.98,83,86,4.47
461,Moate,IE,2022-04-03 15:39:23,53.55,-7.7167,51.76,60,96,10.96
462,Ikryanoye,RU,2022-04-03 15:39:24,46.0932,47.7308,71.58,47,93,10.13
463,Boffa,GN,2022-04-03 15:39:24,10.1667,-14.0333,89.51,45,65,14.54
464,Nanortalik,GL,2022-04-03 15:39:25,60.1432,-45.2371,38.1,81,99,3.62
465,Freeport,US,2022-04-03 15:39:25,40.6576,-73.5832,47.95,76,100,4.61
466,Eau Claire,US,2022-04-03 15:39:26,44.8114,-91.4985,42.93,60,0,4.0
467,Maniitsoq,GL,2022-04-03 15:39:26,65.4167,-52.9,34.77,85,47,4.94
468,Bolgar,RU,2022-04-03 15:39:26,54.95,49.0667,38.59,92,91,15.84
469,Souillac,MU,2022-04-03 15:39:27,-20.5167,57.5167,79.18,78,75,12.66
470,Esmeraldas,BR,2022-04-03 15:39:27,-19.7625,-44.3139,80.71,57,40,7.23
471,Temir,KZ,2022-04-03 15:39:27,49.1414,57.13,44.64,71,59,12.1
472,Chernyshevskiy,RU,2022-04-03 15:39:28,63.0128,112.4714,9.5,97,98,4.83
473,Navrongo,GH,2022-04-03 15:39:28,10.8956,-1.0921,101.37,25,94,8.86
474,Necochea,AR,2022-04-03 15:39:29,-38.5473,-58.7368,65.37,62,75,18.01
475,Ryotsu,JP,2022-04-03 15:39:29,38.0833,138.4333,46.58,70,98,6.13
476,Kasongo-Lunda,CD,2022-04-03 15:39:29,-6.4667,16.8167,81.5,71,39,1.45
477,Pirenopolis,BR,2022-04-03 15:39:30,-15.8525,-48.9592,84.69,32,1,8.5
478,Porto Novo,BJ,2022-04-03 15:39:30,6.4965,2.6036,89.42,64,76,12.37
479,San Ramon,US,2022-04-03 15:38:01,37.7799,-121.978,61.39,75,0,3.44
480,Anadyr,RU,2022-04-03 15:39:31,64.75,177.4833,-1.7,71,51,20.13
481,Inverell,AU,2022-04-03 15:39:31,-29.7833,151.1167,62.67,99,100,3.0
482,Sabang,ID,2022-04-03 15:39:31,5.8933,95.3214,80.69,79,100,13.87
483,Lodwar,KE,2022-04-03 15:39:32,3.1191,35.5973,94.66,24,95,17.85
484,Los Llanos De Aridane,ES,2022-04-03 15:39:05,28.6585,-17.9182,64.15,86,75,23.02
485,Zhezkazgan,KZ,2022-04-03 15:39:32,47.8043,67.7144,56.46,38,100,7.85
486,Turayf,SA,2022-04-03 15:39:32,31.6725,38.6637,88.05,8,0,4.61
487,Sembe,CG,2022-04-03 15:39:33,1.6481,14.5806,81.88,66,94,5.93
488,Auki,SB,2022-04-03 15:39:33,-8.7676,160.7034,77.5,87,87,8.03
489,Leh,IN,2022-04-03 15:39:33,34.1667,77.5833,26.67,59,40,5.59
490,Lasa,IT,2022-04-03 15:39:34,46.6166,10.7002,44.69,82,99,1.01
491,Sesimbra,PT,2022-04-03 15:39:34,38.4445,-9.1015,66.31,34,100,14.56
492,Boshan,CN,2022-04-03 15:39:35,36.4833,117.8333,50.32,50,0,9.08
493,Acarau,BR,2022-04-03 15:39:35,-2.8856,-40.12,82.67,77,77,11.45
494,Moree,AU,2022-04-03 15:36:35,-29.4667,149.85,60.82,88,100,5.75
495,Flin Flon,CA,2022-04-03 15:35:41,54.7682,-101.865,22.84,74,100,6.91
496,Ulaanbaatar,MN,2022-04-03 15:39:36,47.9077,106.8832,26.73,31,0,4.47
497,Abaete,BR,2022-04-03 15:40:45,-19.16,-45.4458,84.47,44,24,5.06
498,Kano,NG,2022-04-03 15:40:45,12.0001,8.5167,105.69,16,0,3.44
499,Sola,VU,2022-04-03 15:40:46,-13.8833,167.55,74.07,100,100,0.0
500,Boyolangu,ID,2022-04-03 15:40:46,-8.1181,111.8935,76.12,89,98,1.1
501,Karaton,ID,2022-04-03 15:40:46,-6.3424,106.1045,74.21,90,100,4.21
502,Brae,GB,2022-04-03 15:39:44,60.3964,-1.353,42.22,95,100,20.4
503,Oudtshoorn,ZA,2022-04-03 15:40:47,-33.5907,22.2014,62.96,55,83,8.34
504,Unai,BR,2022-04-03 15:40:47,-16.3575,-46.9061,89.24,32,0,9.8
505,Half Moon Bay,US,2022-04-03 15:37:40,37.4636,-122.4286,62.62,80,20,4.61
506,Marsh Harbour,BS,2022-04-03 15:40:48,26.5412,-77.0636,77.34,74,47,13.56
507,Palkino,RU,2022-04-03 15:40:48,57.5409,28.0126,38.95,65,97,5.99
508,Evensk,RU,2022-04-03 15:40:48,61.95,159.2333,5.74,85,29,6.11
509,Mangrol,IN,2022-04-03 15:40:49,21.1167,70.1167,78.58,77,0,8.34
510,Dromolaxia,CY,2022-04-03 15:40:49,34.8761,33.586,73.06,65,81,2.3
511,Deputatskiy,RU,2022-04-03 15:37:38,69.3,139.9,-18.85,99,41,2.46
512,Erzin,TR,2022-04-03 15:40:50,36.9559,36.2,58.84,70,58,4.97
513,Isabela,PH,2022-04-03 15:40:50,6.7085,121.9711,77.05,87,79,2.37
514,Kurilsk,RU,2022-04-03 15:40:50,45.2333,147.8833,36.37,71,1,13.65
515,Makakilo City,US,2022-04-03 15:40:51,21.3469,-158.0858,72.68,67,0,18.41
516,Lokachi,UA,2022-04-03 15:40:51,50.737,24.6494,34.75,80,100,12.41
517,Sombrio,BR,2022-04-03 15:40:51,-29.1139,-49.6167,71.94,66,96,11.99
518,Phan Thiet,VN,2022-04-03 15:40:52,10.9333,108.1,79.05,69,98,10.16
519,Mersing,MY,2022-04-03 15:40:54,2.4312,103.8405,73.31,94,87,6.91
520,Nova Granada,BR,2022-04-03 15:40:54,-20.5339,-49.3142,86.25,50,12,6.98
521,Gawler,AU,2022-04-03 15:40:55,-34.6,138.7333,59.47,79,0,3.96
522,Rocky Mountain House,CA,2022-04-03 15:40:55,52.3668,-114.9188,30.31,80,41,5.75
523,Keningau,MY,2022-04-03 15:40:55,5.3378,116.1602,71.19,98,84,1.05
524,Murmashi,RU,2022-04-03 15:40:56,68.8154,32.8115,28.81,64,40,2.24
525,Gangarampur,IN,2022-04-03 15:40:56,25.4,88.5167,84.31,60,16,11.25
526,Kushima,JP,2022-04-03 15:40:56,31.4583,131.2333,49.55,68,77,5.35
527,Tirupati,IN,2022-04-03 15:40:57,13.65,79.4167,88.83,55,20,6.91
528,La Palma,US,2022-04-03 15:40:57,33.8464,-118.0467,61.83,82,100,5.75
529,Trebechovice Pod Orebem,CZ,2022-04-03 15:40:57,50.201,15.9922,37.24,55,100,7.0
530,Suzhou,CN,2022-04-03 15:40:58,31.3114,120.6181,45.9,68,0,5.93
531,Mpongwe,ZM,2022-04-03 15:40:58,-13.5091,28.155,68.4,90,38,1.88
532,Cairns,AU,2022-04-03 15:40:58,-16.9167,145.7667,76.06,96,100,0.0
533,Srandakan,ID,2022-04-03 15:40:59,-7.9386,110.2506,77.79,84,100,5.95
534,Margate,GB,2022-04-03 15:40:59,51.3813,1.3862,50.7,41,40,4.0
